3^2 + 4^2 = 5^2 p = 12
104^2 + 195^2 = 221^2 p = 520
140^2 + 171^2 = 221^2 p = 532
72^2 + 210^2 = 222^2 p = 504
63^2 + 216^2 = 225^2 p = 504
135^2 + 180^2 = 225^2 p = 540
30^2 + 224^2 = 226^2 p = 480
60^2 + 221^2 = 229^2 p = 510
138^2 + 184^2 = 230^2 p = 552
160^2 + 168^2 = 232^2 p = 560
105^2 + 208^2 = 233^2 p = 546
90^2 + 216^2 = 234^2 p = 540
141^2 + 188^2 = 235^2 p = 564
112^2 + 210^2 = 238^2 p = 560
144^2 + 192^2 = 240^2 p = 576
120^2 + 209^2 = 241^2 p = 570
44^2 + 240^2 = 244^2 p = 528
147^2 + 196^2 = 245^2 p = 588
54^2 + 240^2 = 246^2 p = 540
95^2 + 228^2 = 247^2 p = 570
70^2 + 240^2 = 250^2 p = 560
88^2 + 234^2 = 250^2 p = 572
150^2 + 200^2 = 250^2 p = 600
39^2 + 252^2 = 255^2 p = 546
108^2 + 231^2 = 255^2 p = 594
120^2 + 225^2 = 255^2 p = 600
153^2 + 204^2 = 255^2 p = 612
32^2 + 255^2 = 257^2 p = 544
84^2 + 245^2 = 259^2 p = 588
64^2 + 252^2 = 260^2 p = 576
100^2 + 240^2 = 260^2 p = 600
132^2 + 224^2 = 260^2 p = 616
156^2 + 208^2 = 260^2 p = 624
180^2 + 189^2 = 261^2 p = 630
23^2 + 264^2 = 265^2 p = 552
96^2 + 247^2 = 265^2 p = 608
140^2 + 225^2 = 265^2 p = 630
159^2 + 212^2 = 265^2 p = 636
117^2 + 240^2 = 267^2 p = 624
69^2 + 260^2 = 269^2 p = 598
162^2 + 216^2 = 270^2 p = 648
128^2 + 240^2 = 272^2 p = 640
105^2 + 252^2 = 273^2 p = 630
176^2 + 210^2 = 274^2 p = 660
77^2 + 264^2 = 275^2 p = 616
165^2 + 220^2 = 275^2 p = 660
115^2 + 252^2 = 277^2 p = 644
168^2 + 224^2 = 280^2 p = 672
160^2 + 231^2 = 281^2 p = 672
171^2 + 228^2 = 285^2 p = 684
110^2 + 264^2 = 286^2 p = 660
63^2 + 280^2 = 287^2 p = 630
136^2 + 255^2 = 289^2 p = 680
161^2 + 240^2 = 289^2 p = 690
34^2 + 288^2 = 290^2 p = 612
48^2 + 286^2 = 290^2 p = 624
174^2 + 232^2 = 290^2 p = 696
200^2 + 210^2 = 290^2 p = 700
195^2 + 216^2 = 291^2 p = 702
192^2 + 220^2 = 292^2 p = 704
68^2 + 285^2 = 293^2 p = 646
177^2 + 236^2 = 295^2 p = 708
96^2 + 280^2 = 296^2 p = 672
102^2 + 280^2 = 298^2 p = 680
115^2 + 276^2 = 299^2 p = 690
84^2 + 288^2 = 300^2 p = 672
180^2 + 240^2 = 300^2 p = 720
60^2 + 297^2 = 303^2 p = 660
55^2 + 300^2 = 305^2 p = 660
136^2 + 273^2 = 305^2 p = 714
183^2 + 244^2 = 305^2 p = 732
207^2 + 224^2 = 305^2 p = 736
144^2 + 270^2 = 306^2 p = 720
186^2 + 248^2 = 310^2 p = 744
120^2 + 288^2 = 312^2 p = 720
25^2 + 312^2 = 313^2 p = 650
170^2 + 264^2 = 314^2 p = 748
189^2 + 252^2 = 315^2 p = 756
75^2 + 308^2 = 317^2 p = 700
168^2 + 270^2 = 318^2 p = 756
220^2 + 231^2 = 319^2 p = 770
192^2 + 256^2 = 320^2 p = 768
152^2 + 285^2 = 323^2 p = 760
36^2 + 323^2 = 325^2 p = 684
80^2 + 315^2 = 325^2 p = 720
91^2 + 312^2 = 325^2 p = 728
125^2 + 300^2 = 325^2 p = 750
165^2 + 280^2 = 325^2 p = 770
195^2 + 260^2 = 325^2 p = 780
204^2 + 253^2 = 325^2 p = 782
180^2 + 273^2 = 327^2 p = 780
72^2 + 320^2 = 328^2 p = 720
198^2 + 264^2 = 330^2 p = 792
108^2 + 315^2 = 333^2 p = 756
201^2 + 268^2 = 335^2 p = 804
175^2 + 288^2 = 337^2 p = 800
130^2 + 312^2 = 338^2 p = 780
238^2 + 240^2 = 338^2 p = 816
45^2 + 336^2 = 339^2 p = 720
52^2 + 336^2 = 340^2 p = 728
144^2 + 308^2 = 340^2 p = 792
160^2 + 300^2 = 340^2 p = 800
204^2 + 272^2 = 340^2 p = 816
207^2 + 276^2 = 345^2 p = 828
104^2 + 330^2 = 346^2 p = 780
240^2 + 252^2 = 348^2 p = 840
180^2 + 299^2 = 349^2 p = 828
98^2 + 336^2 = 350^2 p = 784
210^2 + 280^2 = 350^2 p = 840
135^2 + 324^2 = 351^2 p = 810
225^2 + 272^2 = 353^2 p = 850
213^2 + 284^2 = 355^2 p = 852
156^2 + 320^2 = 356^2 p = 832
168^2 + 315^2 = 357^2 p = 840
216^2 + 288^2 = 360^2 p = 864
38^2 + 360^2 = 362^2 p = 760
140^2 + 336^2 = 364^2 p = 840
27^2 + 364^2 = 365^2 p = 756
76^2 + 357^2 = 365^2 p = 798
219^2 + 292^2 = 365^2 p = 876
240^2 + 275^2 = 365^2 p = 880
66^2 + 360^2 = 366^2 p = 792
81^2 + 360^2 = 369^2 p = 810
114^2 + 352^2 = 370^2 p = 836
120^2 + 350^2 = 370^2 p = 840
208^2 + 306^2 = 370^2 p = 884
222^2 + 296^2 = 370^2 p = 888
196^2 + 315^2 = 371^2 p = 882
252^2 + 275^2 = 373^2 p = 900
176^2 + 330^2 = 374^2 p = 880
105^2 + 360^2 = 375^2 p = 840
132^2 + 351^2 = 375^2 p = 858
225^2 + 300^2 = 375^2 p = 900
135^2 + 352^2 = 377^2 p = 864
145^2 + 348^2 = 377^2 p = 870
152^2 + 345^2 = 377^2 p = 874
260^2 + 273^2 = 377^2 p = 910
228^2 + 304^2 = 380^2 p = 912
231^2 + 308^2 = 385^2 p = 924
190^2 + 336^2 = 386^2 p = 912
260^2 + 288^2 = 388^2 p = 936
189^2 + 340^2 = 389^2 p = 918
96^2 + 378^2 = 390^2 p = 864
150^2 + 360^2 = 390^2 p = 900
198^2 + 336^2 = 390^2 p = 924
234^2 + 312^2 = 390^2 p = 936
184^2 + 345^2 = 391^2 p = 920
56^2 + 390^2 = 394^2 p = 840
237^2 + 316^2 = 395^2 p = 948
228^2 + 325^2 = 397^2 p = 950
112^2 + 384^2 = 400^2 p = 896
240^2 + 320^2 = 400^2 p = 960
40^2 + 399^2 = 401^2 p = 840
155^2 + 372^2 = 403^2 p = 930
80^2 + 396^2 = 404^2 p = 880
243^2 + 324^2 = 405^2 p = 972
280^2 + 294^2 = 406^2 p = 980
132^2 + 385^2 = 407^2 p = 924
192^2 + 360^2 = 408^2 p = 960
120^2 + 391^2 = 409^2 p = 920
90^2 + 400^2 = 410^2 p = 900
168^2 + 374^2 = 410^2 p = 952
246^2 + 328^2 = 410^2 p = 984
266^2 + 312^2 = 410^2 p = 988
264^2 + 315^2 = 411^2 p = 990
249^2 + 332^2 = 415^2 p = 996
160^2 + 384^2 = 416^2 p = 960
252^2 + 336^2 = 420^2 p = 1008
29^2 + 420^2 = 421^2 p = 870
224^2 + 360^2 = 424^2 p = 1008
65^2 + 420^2 = 425^2 p = 910
87^2 + 416^2 = 425^2 p = 928
119^2 + 408^2 = 425^2 p = 952
180^2 + 385^2 = 425^2 p = 990
200^2 + 375^2 = 425^2 p = 1000
255^2 + 340^2 = 425^2 p = 1020
297^2 + 304^2 = 425^2 p = 1026
77^2 + 420^2 = 427^2 p = 924
165^2 + 396^2 = 429^2 p = 990
258^2 + 344^2 = 430^2 p = 1032
145^2 + 408^2 = 433^2 p = 986
51^2 + 432^2 = 435^2 p = 918
72^2 + 429^2 = 435^2 p = 936
261^2 + 348^2 = 435^2 p = 1044
300^2 + 315^2 = 435^2 p = 1050
240^2 + 364^2 = 436^2 p = 1040
288^2 + 330^2 = 438^2 p = 1056
264^2 + 352^2 = 440^2 p = 1056
42^2 + 440^2 = 442^2 p = 924
170^2 + 408^2 = 442^2 p = 1020
208^2 + 390^2 = 442^2 p = 1040
280^2 + 342^2 = 442^2 p = 1064
144^2 + 420^2 = 444^2 p = 1008
84^2 + 437^2 = 445^2 p = 966
195^2 + 400^2 = 445^2 p = 1040
203^2 + 396^2 = 445^2 p = 1044
267^2 + 356^2 = 445^2 p = 1068
153^2 + 420^2 = 447^2 p = 1020
280^2 + 351^2 = 449^2 p = 1080
126^2 + 432^2 = 450^2 p = 1008
270^2 + 360^2 = 450^2 p = 1080
99^2 + 440^2 = 451^2 p = 990
60^2 + 448^2 = 452^2 p = 960
112^2 + 441^2 = 455^2 p = 1008
175^2 + 420^2 = 455^2 p = 1050
231^2 + 392^2 = 455^2 p = 1078
273^2 + 364^2 = 455^2 p = 1092
168^2 + 425^2 = 457^2 p = 1050
120^2 + 442^2 = 458^2 p = 1020
216^2 + 405^2 = 459^2 p = 1080
276^2 + 368^2 = 460^2 p = 1104
261^2 + 380^2 = 461^2 p = 1102
320^2 + 336^2 = 464^2 p = 1120
279^2 + 372^2 = 465^2 p = 1116
210^2 + 416^2 = 466^2 p = 1092
180^2 + 432^2 = 468^2 p = 1080
282^2 + 376^2 = 470^2 p = 1128
255^2 + 396^2 = 471^2 p = 1122
133^2 + 456^2 = 475^2 p = 1064
285^2 + 380^2 = 475^2 p = 1140
224^2 + 420^2 = 476^2 p = 1120
252^2 + 405^2 = 477^2 p = 1134
288^2 + 384^2 = 480^2 p = 1152
31^2 + 480^2 = 481^2 p = 992
156^2 + 455^2 = 481^2 p = 1092
185^2 + 444^2 = 481^2 p = 1110
319^2 + 360^2 = 481^2 p = 1160
240^2 + 418^2 = 482^2 p = 1140
44^2 + 483^2 = 485^2 p = 1012
93^2 + 476^2 = 485^2 p = 1054
291^2 + 388^2 = 485^2 p = 1164
325^2 + 360^2 = 485^2 p = 1170
88^2 + 480^2 = 488^2 p = 1056
294^2 + 392^2 = 490^2 p = 1176
108^2 + 480^2 = 492^2 p = 1080
132^2 + 475^2 = 493^2 p = 1100
155^2 + 468^2 = 493^2 p = 1116
232^2 + 435^2 = 493^2 p = 1160
340^2 + 357^2 = 493^2 p = 1190
190^2 + 456^2 = 494^2 p = 1140
297^2 + 396^2 = 495^2 p = 1188
140^2 + 480^2 = 500^2 p = 1120
176^2 + 468^2 = 500^2 p = 1144
300^2 + 400^2 = 500^2 p = 1200
100^2 + 495^2 = 505^2 p = 1100
217^2 + 456^2 = 505^2 p = 1178
303^2 + 404^2 = 505^2 p = 1212
336^2 + 377^2 = 505^2 p = 1218
195^2 + 468^2 = 507^2 p = 1170
357^2 + 360^2 = 507^2 p = 1224
220^2 + 459^2 = 509^2 p = 1188
78^2 + 504^2 = 510^2 p = 1092
216^2 + 462^2 = 510^2 p = 1188
240^2 + 450^2 = 510^2 p = 1200
306^2 + 408^2 = 510^2 p = 1224
336^2 + 385^2 = 511^2 p = 1232
64^2 + 510^2 = 514^2 p = 1088
309^2 + 412^2 = 515^2 p = 1236
168^2 + 490^2 = 518^2 p = 1176
156^2 + 495^2 = 519^2 p = 1170
128^2 + 504^2 = 520^2 p = 1152
200^2 + 480^2 = 520^2 p = 1200
264^2 + 448^2 = 520^2 p = 1232
312^2 + 416^2 = 520^2 p = 1248
279^2 + 440^2 = 521^2 p = 1240
360^2 + 378^2 = 522^2 p = 1260
147^2 + 504^2 = 525^2 p = 1176
315^2 + 420^2 = 525^2 p = 1260
248^2 + 465^2 = 527^2 p = 1240
46^2 + 528^2 = 530^2 p = 1104
192^2 + 494^2 = 530^2 p = 1216
280^2 + 450^2 = 530^2 p = 1260
318^2 + 424^2 = 530^2 p = 1272
92^2 + 525^2 = 533^2 p = 1150
117^2 + 520^2 = 533^2 p = 1170
205^2 + 492^2 = 533^2 p = 1230
308^2 + 435^2 = 533^2 p = 1276
234^2 + 480^2 = 534^2 p = 1248
321^2 + 428^2 = 535^2 p = 1284
138^2 + 520^2 = 538^2 p = 1196
324^2 + 432^2 = 540^2 p = 1296
341^2 + 420^2 = 541^2 p = 1302
57^2 + 540^2 = 543^2 p = 1140
256^2 + 480^2 = 544^2 p = 1280
33^2 + 544^2 = 545^2 p = 1122
184^2 + 513^2 = 545^2 p = 1242
300^2 + 455^2 = 545^2 p = 1300
327^2 + 436^2 = 545^2 p = 1308
210^2 + 504^2 = 546^2 p = 1260
352^2 + 420^2 = 548^2 p = 1320
99^2 + 540^2 = 549^2 p = 1188
154^2 + 528^2 = 550^2 p = 1232
330^2 + 440^2 = 550^2 p = 1320
380^2 + 399^2 = 551^2 p = 1330
230^2 + 504^2 = 554^2 p = 1288
171^2 + 528^2 = 555^2 p = 1254
180^2 + 525^2 = 555^2 p = 1260
312^2 + 459^2 = 555^2 p = 1326
333^2 + 444^2 = 555^2 p = 1332
165^2 + 532^2 = 557^2 p = 1254
215^2 + 516^2 = 559^2 p = 1290
336^2 + 448^2 = 560^2 p = 1344
264^2 + 495^2 = 561^2 p = 1320
320^2 + 462^2 = 562^2 p = 1344
75^2 + 560^2 = 565^2 p = 1200
276^2 + 493^2 = 565^2 p = 1334
339^2 + 452^2 = 565^2 p = 1356
396^2 + 403^2 = 565^2 p = 1364
231^2 + 520^2 = 569^2 p = 1320
342^2 + 456^2 = 570^2 p = 1368
220^2 + 528^2 = 572^2 p = 1320
126^2 + 560^2 = 574^2 p = 1260
161^2 + 552^2 = 575^2 p = 1288
345^2 + 460^2 = 575^2 p = 1380
48^2 + 575^2 = 577^2 p = 1200
272^2 + 510^2 = 578^2 p = 1360
322^2 + 480^2 = 578^2 p = 1380
285^2 + 504^2 = 579^2 p = 1368
68^2 + 576^2 = 580^2 p = 1224
96^2 + 572^2 = 580^2 p = 1248
348^2 + 464^2 = 580^2 p = 1392
400^2 + 420^2 = 580^2 p = 1400
390^2 + 432^2 = 582^2 p = 1404
308^2 + 495^2 = 583^2 p = 1386
384^2 + 440^2 = 584^2 p = 1408
144^2 + 567^2 = 585^2 p = 1296
225^2 + 540^2 = 585^2 p = 1350
297^2 + 504^2 = 585^2 p = 1386
351^2 + 468^2 = 585^2 p = 1404
136^2 + 570^2 = 586^2 p = 1292
354^2 + 472^2 = 590^2 p = 1416
84^2 + 585^2 = 591^2 p = 1260
192^2 + 560^2 = 592^2 p = 1344
368^2 + 465^2 = 593^2 p = 1426
91^2 + 588^2 = 595^2 p = 1274
252^2 + 539^2 = 595^2 p = 1386
280^2 + 525^2 = 595^2 p = 1400
357^2 + 476^2 = 595^2 p = 1428
204^2 + 560^2 = 596^2 p = 1360
230^2 + 552^2 = 598^2 p = 1380
168^2 + 576^2 = 600^2 p = 1344
360^2 + 480^2 = 600^2 p = 1440
240^2 + 551^2 = 601^2 p = 1392
363^2 + 484^2 = 605^2 p = 1452
120^2 + 594^2 = 606^2 p = 1320
420^2 + 441^2 = 609^2 p = 1470
110^2 + 600^2 = 610^2 p = 1320
272^2 + 546^2 = 610^2 p = 1428
366^2 + 488^2 = 610^2 p = 1464
414^2 + 448^2 = 610^2 p = 1472
235^2 + 564^2 = 611^2 p = 1410
288^2 + 540^2 = 612^2 p = 1440
35^2 + 612^2 = 613^2 p = 1260
135^2 + 600^2 = 615^2 p = 1350
252^2 + 561^2 = 615^2 p = 1428
369^2 + 492^2 = 615^2 p = 1476
399^2 + 468^2 = 615^2 p = 1482
105^2 + 608^2 = 617^2 p = 1330
372^2 + 496^2 = 620^2 p = 1488
273^2 + 560^2 = 623^2 p = 1456
240^2 + 576^2 = 624^2 p = 1440
175^2 + 600^2 = 625^2 p = 1400
220^2 + 585^2 = 625^2 p = 1430
336^2 + 527^2 = 625^2 p = 1488
375^2 + 500^2 = 625^2 p = 1500
50^2 + 624^2 = 626^2 p = 1300
340^2 + 528^2 = 628^2 p = 1496
100^2 + 621^2 = 629^2 p = 1350
204^2 + 595^2 = 629^2 p = 1428
296^2 + 555^2 = 629^2 p = 1480
429^2 + 460^2 = 629^2 p = 1518
378^2 + 504^2 = 630^2 p = 1512
150^2 + 616^2 = 634^2 p = 1400
381^2 + 508^2 = 635^2 p = 1524
336^2 + 540^2 = 636^2 p = 1512
245^2 + 588^2 = 637^2 p = 1470
440^2 + 462^2 = 638^2 p = 1540
384^2 + 512^2 = 640^2 p = 1536
200^2 + 609^2 = 641^2 p = 1450
387^2 + 516^2 = 645^2 p = 1548
304^2 + 570^2 = 646^2 p = 1520
72^2 + 646^2 = 650^2 p = 1368
160^2 + 630^2 = 650^2 p = 1440
182^2 + 624^2 = 650^2 p = 1456
250^2 + 600^2 = 650^2 p = 1500
330^2 + 560^2 = 650^2 p = 1540
390^2 + 520^2 = 650^2 p = 1560
408^2 + 506^2 = 650^2 p = 1564
315^2 + 572^2 = 653^2 p = 1540
360^2 + 546^2 = 654^2 p = 1560
393^2 + 524^2 = 655^2 p = 1572
144^2 + 640^2 = 656^2 p = 1440
432^2 + 495^2 = 657^2 p = 1584
396^2 + 528^2 = 660^2 p = 1584
300^2 + 589^2 = 661^2 p = 1550
63^2 + 660^2 = 663^2 p = 1386
255^2 + 612^2 = 663^2 p = 1530
312^2 + 585^2 = 663^2 p = 1560
420^2 + 513^2 = 663^2 p = 1596
399^2 + 532^2 = 665^2 p = 1596
216^2 + 630^2 = 666^2 p = 1512
460^2 + 483^2 = 667^2 p = 1610
402^2 + 536^2 = 670^2 p = 1608
121^2 + 660^2 = 671^2 p = 1452
385^2 + 552^2 = 673^2 p = 1610
350^2 + 576^2 = 674^2 p = 1600
189^2 + 648^2 = 675^2 p = 1512
405^2 + 540^2 = 675^2 p = 1620
260^2 + 624^2 = 676^2 p = 1560
476^2 + 480^2 = 676^2 p = 1632
52^2 + 675^2 = 677^2 p = 1404
90^2 + 672^2 = 678^2 p = 1440
455^2 + 504^2 = 679^2 p = 1638
104^2 + 672^2 = 680^2 p = 1456
288^2 + 616^2 = 680^2 p = 1584
320^2 + 600^2 = 680^2 p = 1600
408^2 + 544^2 = 680^2 p = 1632
37^2 + 684^2 = 685^2 p = 1406
156^2 + 667^2 = 685^2 p = 1508
411^2 + 548^2 = 685^2 p = 1644
440^2 + 525^2 = 685^2 p = 1650
180^2 + 663^2 = 687^2 p = 1530
111^2 + 680^2 = 689^2 p = 1480
265^2 + 636^2 = 689^2 p = 1590
364^2 + 585^2 = 689^2 p = 1638
400^2 + 561^2 = 689^2 p = 1650
414^2 + 552^2 = 690^2 p = 1656
208^2 + 660^2 = 692^2 p = 1560
417^2 + 556^2 = 695^2 p = 1668
480^2 + 504^2 = 696^2 p = 1680
153^2 + 680^2 = 697^2 p = 1530
185^2 + 672^2 = 697^2 p = 1554
328^2 + 615^2 = 697^2 p = 1640
455^2 + 528^2 = 697^2 p = 1680
360^2 + 598^2 = 698^2 p = 1656
315^2 + 624^2 = 699^2 p = 1638
196^2 + 672^2 = 700^2 p = 1568
420^2 + 560^2 = 700^2 p = 1680
260^2 + 651^2 = 701^2 p = 1612
270^2 + 648^2 = 702^2 p = 1620
228^2 + 665^2 = 703^2 p = 1596
423^2 + 564^2 = 705^2 p = 1692
450^2 + 544^2 = 706^2 p = 1700
140^2 + 693^2 = 707^2 p = 1540
259^2 + 660^2 = 709^2 p = 1628
426^2 + 568^2 = 710^2 p = 1704
312^2 + 640^2 = 712^2 p = 1664
336^2 + 630^2 = 714^2 p = 1680
176^2 + 693^2 = 715^2 p = 1584
275^2 + 660^2 = 715^2 p = 1650
363^2 + 616^2 = 715^2 p = 1694
429^2 + 572^2 = 715^2 p = 1716
432^2 + 576^2 = 720^2 p = 1728
360^2 + 627^2 = 723^2 p = 1710
76^2 + 720^2 = 724^2 p = 1520
85^2 + 720^2 = 725^2 p = 1530
120^2 + 715^2 = 725^2 p = 1560
203^2 + 696^2 = 725^2 p = 1624
333^2 + 644^2 = 725^2 p = 1702
364^2 + 627^2 = 725^2 p = 1716
435^2 + 580^2 = 725^2 p = 1740
500^2 + 525^2 = 725^2 p = 1750
280^2 + 672^2 = 728^2 p = 1680
54^2 + 728^2 = 730^2 p = 1512
152^2 + 714^2 = 730^2 p = 1596
438^2 + 584^2 = 730^2 p = 1752
480^2 + 550^2 = 730^2 p = 1760
344^2 + 645^2 = 731^2 p = 1720
132^2 + 720^2 = 732^2 p = 1584
108^2 + 725^2 = 733^2 p = 1566
441^2 + 588^2 = 735^2 p = 1764
162^2 + 720^2 = 738^2 p = 1620
228^2 + 704^2 = 740^2 p = 1672
240^2 + 700^2 = 740^2 p = 1680
416^2 + 612^2 = 740^2 p = 1768
444^2 + 592^2 = 740^2 p = 1776
285^2 + 684^2 = 741^2 p = 1710
392^2 + 630^2 = 742^2 p = 1764
216^2 + 713^2 = 745^2 p = 1674
255^2 + 700^2 = 745^2 p = 1700
407^2 + 624^2 = 745^2 p = 1776
447^2 + 596^2 = 745^2 p = 1788
504^2 + 550^2 = 746^2 p = 1800
352^2 + 660^2 = 748^2 p = 1760
210^2 + 720^2 = 750^2 p = 1680
264^2 + 702^2 = 750^2 p = 1716
450^2 + 600^2 = 750^2 p = 1800
270^2 + 704^2 = 754^2 p = 1728
290^2 + 696^2 = 754^2 p = 1740
304^2 + 690^2 = 754^2 p = 1748
520^2 + 546^2 = 754^2 p = 1820
453^2 + 604^2 = 755^2 p = 1812
468^2 + 595^2 = 757^2 p = 1820
456^2 + 608^2 = 760^2 p = 1824
39^2 + 760^2 = 761^2 p = 1560
420^2 + 637^2 = 763^2 p = 1820
117^2 + 756^2 = 765^2 p = 1638
324^2 + 693^2 = 765^2 p = 1782
360^2 + 675^2 = 765^2 p = 1800
459^2 + 612^2 = 765^2 p = 1836
295^2 + 708^2 = 767^2 p = 1770
481^2 + 600^2 = 769^2 p = 1850
462^2 + 616^2 = 770^2 p = 1848
96^2 + 765^2 = 771^2 p = 1632
380^2 + 672^2 = 772^2 p = 1824
195^2 + 748^2 = 773^2 p = 1716
217^2 + 744^2 = 775^2 p = 1736
465^2 + 620^2 = 775^2 p = 1860
